Test,n_sources,max_out_degree,n_nodes,max_instances,n_compute,n_instances,g_diam,n_sinks,median_out_degree,config,n_math,n_edges,n_cycles
rotate-int3,2,3,21,1,12,15,4,1,1,12,0,30,1023
convert-float4-char4_rtp,1,4,10,1,4,6,3,1,1,14,0,12,7
convert-float3-char3,1,3,8,1,3,5,3,1,1,14,0,9,3
convert-float4-char4_rtz,1,4,10,1,4,6,3,1,1,6,0,12,7
clamp-char8_scalar,3,8,32,1,22,26,5,1,1,7,0,52,2097151
load_with_2_bounds_same_dim_2,2,8,27,1,8,11,3,1,1,8,0,40,16383
gather-dynamic-short8,1,4,8,1,0,3,4,1,1,4,0,10,7
sub_sat-uint,2,2,7,1,2,5,4,1,1,7,0,7,1
convert-ushort4-uint4,3,2,6,1,0,3,2,2,1,12,0,5,0
rhadd-ushort,3,1,8,1,2,5,4,1,1,12,0,7,0
convert-uint3-ushort3,1,4,6,1,0,2,2,1,1,12,0,8,7
World2Point,20,6,60,1,31,37,7,1,1,12,0,84,33554431
sub_reduce_type_sext,4,4,25,1,12,15,5,1,1,4,0,36,4095
sub-transformations-none-none-signed-sat-uchar-1_pma,4,8,41,1,28,31,6,1,1,4,0,64,16777215
avg_add_i16_unsigned_sclr,2,8,27,1,8,11,3,1,1,15,0,40,16383
iv-related-lsr,5,3,16,3,7,17,5,2,1,3,0,18,7
bitselect-uchar16,4,8,61,1,32,36,4,1,1,8,0,96,2147483647
hsub_char,3,1,10,1,4,7,5,1,1,0,0,9,0
mad_sat-uchar,4,1,11,1,3,7,5,1,1,8,0,10,0
convert-char2-float2,2,2,8,1,4,6,5,1,1,14,0,9,3
hadd_noExtendType_MSBNotSet_SRL_v2i16,3,2,9,1,3,6,4,1,1,7,0,9,1
convert-char3-uchar3,1,1,3,1,0,2,2,1,1,8,0,2,0
convert-float16-uint16,2,8,36,1,16,20,3,2,1,100,0,48,8191
convert-short-char,1,1,3,1,0,2,2,1,1,8,0,2,0
add_float3,4,3,14,1,6,8,5,1,1,7,0,15,3
mul-basic-mixed-int-char-int_pma,4,8,49,1,32,35,4,1,1,4,0,100,2147483647
accumulate-short8-int8_pma,1,4,22,2,16,26,4,1,1,3,0,28,127
vec_step-float8,1,1,3,1,0,2,2,1,1,12,0,2,0
mul-hi-char-1_pma,3,8,36,1,16,19,4,1,1,10,0,56,2097151
vec_step-float4,1,1,3,1,0,2,2,1,1,0,0,2,0
convert-uchar8-float8,1,4,14,1,8,10,3,1,1,0,0,20,127
vec_step-float3,1,1,3,1,0,2,2,1,1,0,0,2,0
vec_step-float2,1,1,3,1,0,2,2,1,1,0,0,2,0
convert-float-uchar_sat,7,4,20,1,11,13,6,1,1,3,0,28,511
mul-hi-short-2_pma,2,8,35,1,16,19,3,1,2,6,0,64,1073741823
gather-struct,1,8,13,1,0,3,4,1,1,6,0,20,255
gather-char-with-condition2,1,8,19,1,0,3,4,1,1,6,0,32,16383
gather-char-with-condition3,6,16,55,1,40,42,4,1,1,0,0,96,2147483647
cmp-basic-float-short_pma,2,8,19,1,8,10,3,1,1,0,0,32,16383
fp2int_floor_with_shift,2,8,19,1,8,10,3,1,1,0,0,32,16383
convert-uchar4-ushort4,1,2,6,1,2,4,3,1,1,0,0,6,1
convert-char-ushort,1,1,4,1,1,3,3,1,1,0,0,3,0
rhadd-int,5,3,20,1,12,15,6,1,1,0,0,27,255
iv-select-acc-eq-idx-innerLoop,2,1,6,3,2,7,4,1,1,15,0,5,0
convert-float-char,1,1,4,1,1,3,3,1,1,8,0,3,0
clamp-uchar3_scalar,6,3,21,1,10,15,5,2,1,12,0,26,63
convert-short2-char2,1,1,3,1,0,2,2,1,1,0,0,2,0
cmp-basic-uint4-1_pma,5,3,16,1,6,9,4,1,1,7,0,17,3
add-non-splat-imm-1d-short8_pma,5,4,14,1,4,6,3,1,1,7,0,16,7
masked_store_splat_iv_compare_2,5,4,33,3,19,28,4,1,1,12,0,54,4194303
masked_store_splat_iv_compare_3,2,4,27,2,16,23,4,1,1,0,0,48,4194303
mad_sat-ushort4,4,4,19,1,8,12,4,1,2,8,0,30,4095
mad_sat-ushort2,4,2,12,1,4,8,4,1,1,7,0,15,15
mad_sat-ushort3,4,3,17,1,6,10,4,1,1,8,0,24,255
any-char4,6,2,16,1,7,10,6,2,1,8,0,18,7
mad_sat-ushort8,4,8,33,1,16,20,4,1,1,7,0,60,268435455
cross_loops_accumulation_smax,4,2,15,4,5,13,6,1,1,0,0,17,7
clamp-uchar2_scalar,4,2,15,1,7,11,5,1,1,0,0,18,15
convert-int4-float4_rte,1,4,10,1,4,6,3,1,1,7,0,12,7
abs_diff-char3,4,2,12,1,3,7,3,2,1,9,0,12,1
abs_diff-char2,2,1,6,1,1,4,3,1,1,0,0,5,0
abs_diff-char4,2,2,9,1,2,5,3,1,1,7,0,10,3
gather-char-with-condition,1,8,19,1,0,3,4,1,1,0,0,32,16383
convert-int4-float4_rtp,11,8,112,1,96,98,9,1,2,100,0,216,2147483647
convert-int4-float4_rtz,8,4,73,1,60,62,7,1,2,4,0,140,2147483647
convert-float3-short3_sat_rtz,6,4,40,1,30,32,5,1,2,0,0,78,2147483647
select-int,3,2,10,1,3,7,4,1,1,0,0,12,7
convert-float3-short3_sat_rtp,6,4,40,1,30,32,5,1,2,8,0,78,2147483647
convert-float3-short3_sat_rtn,6,4,40,1,30,32,5,1,2,15,0,78,2147483647
bitselect-short2,4,2,12,1,4,8,4,1,1,8,0,12,1
mesw-10263_with_unaligned_store,7,8,43,1,16,22,3,2,1,0,0,68,67108863
convert-float3-short3_sat_rte,6,4,40,1,30,32,5,1,2,15,0,78,2147483647
bitselect-short8,4,4,33,1,16,20,4,1,1,9,0,48,65535
mad_hi-int,3,4,15,1,8,12,5,1,1,14,0,22,255
clamp-ushort4_scalar,3,4,16,1,8,12,4,1,1,14,0,24,511
iv-modulo-2-2D-anded,4,2,13,3,7,12,5,1,1,8,0,14,3
convert-float2-uchar2_rte,1,2,6,1,2,4,3,1,1,15,0,6,1
convert-int2-char2,1,2,4,1,0,2,2,1,1,7,0,4,1
convert-float2-uchar2_rtn,1,2,6,1,2,4,3,1,1,8,0,6,1
convert-short3-char3,1,2,4,1,0,2,2,1,1,8,0,4,1
convert-float2-uchar2_rtp,1,2,6,1,2,4,3,1,1,8,0,6,1
add_sat-char,4,3,14,1,7,10,5,1,1,8,0,19,63
floor-float,1,1,4,1,1,3,3,1,1,0,0,3,0
convert-float2-uchar2_rtz,1,2,6,1,2,4,3,1,1,15,0,6,1
convert-float2-int2_rtp,1,2,6,1,2,4,3,1,1,12,0,6,1
clamp_scalar-float8,3,8,30,1,16,20,4,1,1,8,0,50,2097151
ceil-float,1,1,4,1,1,3,3,1,1,8,0,3,0
outer_loop_acc_early_complex,3,2,8,3,3,9,5,1,1,0,0,8,1
add-transformations-abs-pos-sat-short-wide-1_pma,3,16,76,1,56,59,5,1,2,0,0,144,2147483647
conv-short-filter-ch1,2,8,16,2,8,19,3,1,1,3,0,29,16383
bitselect-ushort16,4,8,61,1,32,36,4,1,1,15,0,96,2147483647
cmp-basic-float16_pma,3,16,37,1,16,20,3,2,1,2,0,64,268435455
clamp-int2_scalar,3,2,12,1,4,8,4,1,1,8,0,14,7
mad_hi-short16,3,8,52,1,24,28,4,1,1,15,0,88,2147483647
convert-float3-int3_rtz,1,3,8,1,3,5,3,1,1,7,0,9,3
matrix-mult,2,4,15,2,4,8,5,1,1,7,0,20,63
convert-float3-int3_rtp,1,3,8,1,3,5,3,1,1,9,0,9,3
convert-float3-int3_rtn,1,3,8,1,3,5,3,1,1,7,0,9,3
convert-uint16-ushort16,2,8,19,1,0,3,2,1,1,15,0,32,16383
convert-float3-int3_rte,1,3,8,1,3,5,3,1,1,8,0,9,3
reduce-blur-horizontal-gamma,5,8,63,1,24,30,4,2,1,3,0,112,2147483647
fp_inv,2,1,5,1,1,3,3,1,1,8,1,4,0
i16-acc-hadd-unsigned,2,1,5,2,1,4,3,1,1,8,0,4,0
add-non-imm-2d-char_pma,2,8,20,1,9,11,3,1,1,4,0,33,16383
convert-float2-int2_rte,1,2,6,1,2,4,3,1,1,7,0,6,1
convert-float3-ushort3_sat_rte,7,4,44,1,33,35,6,1,2,8,0,84,2147483647
upsample-ushort3,3,3,11,1,3,6,3,1,1,8,0,16,63
upsample-ushort2,3,2,8,1,2,5,3,1,1,12,0,10,7
atan2-float,1,2,6,1,2,4,3,1,2,3,2,8,7
upsample-ushort8,3,8,20,1,8,11,3,1,2,3,0,40,2097151
convert-float3-ushort3_sat_rtn,7,4,44,1,33,35,6,1,2,12,0,84,2147483647
mad_sat-short,5,1,13,1,4,8,6,1,1,12,0,12,0
maxpool_8x8_orig_impl,3,18,96,1,74,77,6,1,1,10,0,174,2147483647
all-char4,6,2,16,1,7,10,6,2,1,12,0,18,7
convert-float3-ushort3_sat_rtp,7,4,44,1,33,35,6,1,2,9,0,84,2147483647
all-char2,6,2,12,1,4,7,5,2,1,0,0,11,0
convert-float4-uchar4_sat,7,4,56,1,44,46,6,1,2,12,0,112,2147483647
fp2uint_floor_with_shift,2,8,19,1,8,10,3,1,1,4,0,32,16383
hadd-ushort4,2,2,9,1,2,5,3,1,1,7,0,10,3
convert-float3-ushort3_sat_rtz,7,4,44,1,33,35,6,1,2,8,0,84,2147483647
all-char8,6,4,24,1,13,16,10,2,1,12,0,32,511
mul-basic-mixed-short-char-int_pma,2,4,23,1,12,15,4,1,1,3,0,36,16383
printf-ocl-print-flag,2,8,19,1,8,10,3,1,1,4,0,32,16383
convert-int16-uint16,2,8,20,1,0,4,2,2,1,8,0,32,8191
convert-ushort3-uchar3,1,2,4,1,0,2,2,1,1,15,0,4,1
convert-uint2-short2,1,2,4,1,0,2,2,1,1,8,0,4,1
verification-api-2-positive-pma,2,8,19,1,8,10,3,1,1,7,0,32,16383
i16-acc-hadd-signed,2,1,5,2,1,4,3,1,1,4,0,4,0
racc-short8_pma,1,4,10,2,4,7,5,1,2,3,0,16,127
convert-short-uchar,1,1,3,1,0,2,2,1,1,8,0,2,0
unaligned-store-offset-1-width-4,2,4,9,1,4,7,3,1,1,3,0,14,63
unaligned-store-offset-1-width-3,2,3,8,1,3,6,3,1,1,14,0,11,15
unaligned-store-offset-1-width-1,2,1,6,1,1,4,3,1,1,8,0,5,0
store-9-bytes,7,4,24,1,13,15,3,1,1,100,3,33,1023
convert-uchar2-float2_rtp,1,2,5,1,2,4,3,1,1,12,0,5,1
cross_loops_accumulation_smin,4,2,15,4,5,13,6,1,1,7,0,17,7
convert-uchar2-float2_rtn,1,2,5,1,2,4,3,1,1,8,0,5,1
mesw-439266_vf4,2,4,17,1,6,9,3,1,1,100,0,26,1023
i16-acc-abs_diff-uchar-x-1op,2,1,6,2,1,5,3,1,1,2,0,5,0
convert-uchar2-float2_rte,1,2,5,1,2,4,3,1,1,12,0,5,1
rhadd-char,3,1,10,1,4,7,5,1,1,12,0,9,0
convert-short4-char4,1,2,4,1,0,2,2,1,1,3,0,4,1
add_rshift_sat_h_ii,3,8,28,1,8,12,3,1,1,7,0,48,2097151
add_rshift_sat_h_iu,3,8,28,1,8,12,3,1,1,8,0,48,2097151
scaleWarp,18,12,125,3,92,105,17,1,1,14,0,222,2147483647
mad24-int4,4,16,49,1,32,36,6,1,1,8,0,88,2147483647
mad24-int2,4,8,27,1,16,20,6,1,1,8,0,44,262143
mad24-int3,4,12,38,1,24,28,6,1,1,3,0,66,536870911
add_sat-int4,5,6,54,1,40,43,5,1,2,8,0,112,2147483647
clamp-ushort3_scalar,4,3,17,1,8,12,4,1,1,15,0,24,255
add_sat-int2,5,6,30,1,20,23,5,1,2,12,0,56,134217727
min-float16,4,8,54,1,16,22,3,2,1,8,0,80,134217727
native_powr-float,2,1,7,1,2,5,4,1,1,100,2,6,0
rhadd-uchar4,3,2,12,1,4,7,4,1,1,14,0,14,7
hadd-int2,2,2,9,1,2,5,3,1,1,12,0,10,3
hadd-int3,2,3,12,1,3,6,3,1,1,12,0,15,15
store-struct-size-13_pma6,6,7,24,1,10,12,3,1,1,7,1,33,1023
hadd-int8,2,8,27,1,8,11,3,1,1,8,0,40,16383
min-max-char-transformation-vec8,3,4,64,1,52,55,6,1,1,7,0,96,2147483647
clamp-ushort2_scalar,3,2,11,1,4,8,4,1,1,8,0,13,7
cmp-basic-float2_pma,2,2,7,1,2,4,3,1,1,15,0,8,3
build-vector-shuffle-int8_pma,2,3,7,1,0,3,2,1,1,7,0,8,3
min-ushort8,2,4,19,1,8,11,3,1,2,7,0,32,16383
min-ushort4,2,2,11,1,4,7,3,1,2,8,0,16,63
min-ushort3,4,2,12,1,3,7,3,2,1,8,0,14,7
min-ushort2,2,2,7,1,2,5,3,1,1,8,0,8,3
add_rshift_sat_pos_b_ui,3,8,28,1,8,12,3,1,1,15,0,48,2097151
fp2uint_with_shift,2,8,19,1,8,10,3,1,1,4,0,32,16383
mul-hi-mixed-char-short-1-wide_pma,2,8,43,1,24,27,4,1,1,4,0,72,1073741823
sub-transformations-none-none-abs-int-1_pma,2,4,15,1,4,7,3,1,1,2,0,20,63
convert-ushort8-float8,1,4,14,1,8,10,3,1,1,8,0,20,127
mul_hi-char8,3,4,20,1,8,11,4,1,1,8,0,28,511
masked_store_splat_2_host_conds_storeAll,3,4,25,2,12,20,4,1,1,12,0,38,16383
uint2fp_with_shift,2,8,27,1,16,18,4,1,1,14,0,40,16383
add_rshift_sat_pos_b_uu,3,8,28,1,8,12,3,1,1,12,0,48,2097151
gather-float4,2,4,13,1,4,7,5,1,1,8,0,18,63
masked_store_splat_host_data_combined_conds,5,4,30,2,16,23,7,1,1,8,0,44,32767
sub-transformations-abs-pos-halve-char-1_pma,3,8,76,1,56,59,6,1,1,7,0,104,536870911
mul_hi-char3,6,2,15,1,4,8,4,2,1,0,0,15,1
iv-select-acc-2way-i16,2,1,5,3,1,5,3,1,1,4,0,4,0
hadd_demandedBits,2,1,6,1,1,4,3,1,1,8,0,5,0
gather-short,2,8,28,1,8,11,5,1,1,12,0,48,2097151
gather-mode2-short,4,8,26,1,12,16,7,1,1,12,0,42,131071
outer_loop_acc_double,2,1,7,3,3,10,5,1,1,14,0,6,0
degrees-float16,3,16,37,1,16,20,3,2,1,0,0,64,268435455
convert-float3-char3_sat,6,4,40,1,30,32,5,1,2,8,0,78,2147483647
convert-int3-char3,1,4,6,1,0,2,2,1,1,0,0,8,7
convert-ushort3-char3,1,2,4,1,0,2,2,1,1,0,0,4,1
iv-select-acc-eq-idx-innerLoop-ver2-nonNeutral,3,2,8,3,3,8,4,1,1,7,0,8,1
add_low_rshift_sat_b_ui,3,2,10,1,2,6,3,1,1,7,0,12,7
dot-uchar4-char4,2,2,12,1,5,8,4,1,1,0,0,13,3
mul-basic-mixed-int-short-int_pma,2,8,47,1,32,35,4,1,1,12,0,92,2147483647
cross-float4,4,3,20,1,9,13,4,2,1,8,0,28,511
cross-float3,2,3,18,1,9,12,4,1,1,12,0,27,1023
add_low_rshift_sat_b_uu,3,8,28,1,8,12,3,1,1,8,0,48,2097151
convert-uchar8-ushort8,1,4,10,1,4,6,3,1,1,8,0,12,7
gather-mode2-short-y0,6,2,18,1,8,11,7,1,1,7,0,21,15
convert-float3-int3_sat,6,4,37,1,27,29,4,1,2,7,0,75,2147483647
fabs-basic-float-1_pma,1,8,18,1,8,10,3,1,1,12,0,24,127
gather-itr-test2,2,8,19,1,8,10,3,1,1,7,0,32,16383
gather-itr-test3,2,4,11,1,4,6,3,1,1,12,0,16,63
gather-itr-test1,2,4,11,1,4,6,3,1,1,12,0,16,63
gather-itr-test6,2,4,11,1,4,6,4,1,1,8,0,14,15
gather-itr-test4,3,4,12,1,4,7,3,1,1,14,0,16,31
gather-itr-test5,1,6,13,1,5,7,6,1,1,8,0,17,31
mad_hi-ushort8,3,4,28,1,12,16,4,1,1,14,0,44,131071
mad_hi-ushort2,3,2,10,1,3,7,4,1,1,0,0,11,3
mad_hi-ushort3,3,2,15,1,5,9,4,1,1,0,0,19,31
mad_hi-ushort4,3,2,16,1,6,10,4,1,1,8,0,22,127
pos-abs-add-char-wide_pma,2,8,67,1,48,51,6,1,1,6,0,88,4194303
pma_acopy_3D1_deprecatedAPI,2,8,19,1,8,10,3,1,1,8,0,32,16383
add-non-splat-non-imm-1d-char16-two-liveins_pma,5,8,22,1,8,10,3,1,1,12,0,32,2047
convert-uchar-float_rtz,1,1,4,1,1,3,3,1,1,8,0,3,0
fold-select-into-load2,1,8,10,1,0,2,2,1,1,15,0,16,127
fold-select-into-load3,2,8,19,1,8,10,3,1,1,15,0,32,16383
floor-float3,1,3,8,1,3,5,3,1,1,8,0,9,3
floor-float2,1,2,6,1,2,4,3,1,1,8,0,6,1
convert-float3-char3_rtp,1,3,8,1,3,5,3,1,1,15,0,9,3
any-short16,4,8,29,1,16,19,17,2,1,10,0,41,8191
combine-iv-and-data-conditions,2,4,10,2,5,10,4,1,1,15,0,15,63
min-max-int-1-wide_pma,2,8,43,1,24,27,4,1,1,2,0,72,1073741823
convert-char8-short8,1,4,10,1,4,6,3,1,1,0,0,12,7
convert-float3-char3_rtz,1,3,8,1,3,5,3,1,1,8,0,9,3
convert-float-int_sat,6,4,17,1,9,11,4,1,1,0,0,25,511
vec_step-ushort16,1,1,3,1,0,2,2,1,1,4,0,2,0
hsub_short2,2,1,6,1,1,4,3,1,1,2,0,5,0
mad_sat-uint,4,7,24,1,16,20,6,1,1,4,0,42,524287
convert-float3-char3_rte,1,3,8,1,3,5,3,1,1,0,0,9,3
diff_events,2,8,27,1,8,11,3,1,1,2,0,40,16383
pma_acopy_2D2,2,8,19,1,8,10,3,1,1,2,0,32,16383
pma_acopy_2D1,2,8,19,1,8,10,3,1,1,8,0,32,16383
hadd_noExtendType_MSBSet_SRA,3,2,9,1,3,6,4,1,1,4,0,9,1
dot-float3,2,3,14,1,5,8,4,1,1,8,0,17,15
pma_acopy_2D4,2,8,19,1,8,10,3,1,1,8,0,32,16383
convert-float16-ushort16_rtp,2,8,35,1,16,19,3,1,1,10,0,48,16383
abs-char16,1,8,18,1,8,10,3,1,1,10,0,24,127
convert-short4-uint4,1,2,8,1,4,6,3,1,1,14,0,10,7
clamp-uchar_scalar,3,1,9,1,2,6,4,1,1,8,0,8,0
max-short16,2,8,35,1,16,19,3,1,2,12,0,64,1073741823
isgreater-float3,2,3,15,1,6,9,4,1,1,7,0,18,15
isgreater-float2,2,2,11,1,4,7,4,1,1,15,0,12,3
convert-float16-ushort16_rte,2,8,35,1,16,19,3,1,1,12,0,48,16383
isgreater-float4,2,4,19,1,8,11,4,1,1,10,0,24,63
dot_prod_i16_v2i8_v2i8_acc,2,2,12,2,5,9,4,1,1,2,0,13,3
scatter-with-bounds,5,1,9,1,1,5,3,2,1,4,0,7,-0.5
sign-float4,3,8,32,1,24,26,4,1,1,8,0,68,2147483647
convert-char-int,2,1,5,1,1,3,3,1,1,3,0,4,0
sign-float3,3,6,25,1,18,20,4,1,1,8,0,51,134217727
sign-float2,3,4,18,1,12,14,4,1,2,8,0,34,131071
select-char8,3,4,36,1,20,24,4,1,1,14,0,56,2097151
cmp-basic-float4_pma,2,4,11,1,4,6,3,1,1,4,0,16,63
select-char3,3,2,20,1,10,14,4,1,1,14,0,28,511
all-int16,3,8,36,1,16,19,17,1,1,10,0,49,16383
cross_loops_accumulation_umin,4,2,15,4,5,13,6,1,1,12,0,17,7
hsub_uint,2,1,6,1,1,4,3,1,1,14,0,5,0
convert-short2-float2_rtp,1,2,5,1,2,4,3,1,1,8,0,5,1
i16-acc-umin,2,1,5,2,1,4,3,1,1,4,0,4,0
clamp-int3_scalar,3,3,15,1,6,10,4,1,1,12,0,20,63
any-char16,5,8,39,1,25,28,19,2,1,12,0,51,8191
islessgreater-float16,4,8,70,1,32,38,4,2,1,4,0,96,134217727
pma_acopy_2D2_deprecatedAPI,2,8,19,1,8,10,3,1,1,8,0,32,16383
mad_sat-uchar8,4,8,41,1,24,28,5,1,1,7,0,68,268435455
convert-ushort2-float2_rtz,1,2,5,1,2,4,3,1,1,12,0,5,1
mad_sat-uchar4,4,4,23,1,12,16,5,1,1,4,0,34,4095
hadd-short8,2,4,15,1,4,7,3,1,1,12,0,20,63
mad24-int,4,4,16,1,8,12,6,1,1,4,0,22,127
mad_sat-uchar3,4,3,17,1,6,10,4,1,1,4,0,24,255
mad_sat-uchar2,4,2,14,1,6,10,5,1,1,4,0,17,15
convert-ushort2-float2_rtn,1,2,5,1,2,4,3,1,1,12,0,5,1
convert-ushort2-float2_rte,1,2,5,1,2,4,3,1,1,12,0,5,1
add-non-splat-non-imm-1d-char16_pma,5,8,22,1,8,10,3,1,1,8,0,32,2047
sub_sat-ushort4,2,3,13,1,6,9,4,1,1,14,0,20,255
sub_sat-ushort2,2,3,8,1,3,6,4,1,1,12,0,10,7
sub_sat-ushort3,4,3,14,1,5,9,4,2,1,15,0,18,31
hadd-short3,4,2,11,1,2,6,3,2,1,4,0,11,1
mul-hi-uchar-1_pma,3,8,36,1,16,19,4,1,1,8,0,56,2097151
sub_sat-ushort8,2,4,23,1,12,15,4,1,1,8,0,40,262143
clamp-ushort_scalar,3,1,9,1,2,6,4,1,1,8,0,8,0
native_sin-float8,2,8,19,1,8,10,3,1,1,15,8,32,16383
step-float16,5,32,87,1,48,54,4,2,1,14,0,160,2147483647
reduce-blur-vertical-pma,3,8,44,1,16,20,4,1,1,12,0,64,2097151
fp2int_ceil_with_shift,2,8,19,1,8,10,3,1,1,3,0,32,16383
native_sin-float2,2,2,7,1,2,4,3,1,1,7,2,8,3
add-transformations-none-none-sat-int-1_pma,6,6,55,1,40,43,5,1,2,3,0,116,2147483647
native_sin-float4,2,4,11,1,4,6,3,1,1,7,4,16,63
convert-uint2-float2,1,2,6,1,2,4,3,1,1,10,0,6,1
outer_loop_acc_simple_2D,2,1,6,3,2,7,4,1,1,1,0,5,0
fillColorsChannelImage_part2,16,8,124,1,88,93,10,2,1,0,4,218,2147483647
fillColorsChannelImage_part1,11,4,63,1,44,48,9,1,2,12,0,112,2147483647
convert-float2-short2_sat_rtp,6,4,29,1,20,22,5,1,2,12,0,52,16777215
min-max-short-transformation-1_pma,2,4,55,1,44,47,5,1,1,7,0,80,67108863
racc-int2_pma,1,2,6,2,2,5,4,1,1,10,0,6,1
native_log-float2,2,2,9,1,4,6,4,1,1,0,4,10,3
iv_use_i32_interleave-scalar,5,4,18,2,8,14,3,1,1,10,0,23,63
native_log-float4,2,4,15,1,8,10,4,1,1,14,8,20,63
native_log-float8,2,8,27,1,16,18,4,1,1,15,16,40,16383
max-uchar,2,1,6,1,1,4,3,1,1,14,0,5,0
convert-float8-int8_sat_rtz,6,8,87,1,72,74,4,1,2,4,0,200,2147483647
mul-basic-extended-char-char-short_pma,2,8,27,1,8,11,3,1,1,3,0,40,16383
masked_store_splat_data_compare_with_iv,5,4,34,3,20,29,6,1,1,4,0,56,8388607
iv_cmp_between_ivs,4,2,12,3,6,11,4,1,1,8,0,13,3
min_scalar-float4,2,4,12,1,4,7,3,1,1,9,0,17,63
min_scalar-float3,2,3,10,1,3,6,3,1,1,15,0,13,15
min_scalar-float2,2,2,8,1,2,5,3,1,1,0,0,9,3
maxpool3_u16_vec8,2,8,39,2,24,35,5,1,1,4,0,60,4194303
convert-float4-int4_sat,6,4,47,1,36,38,4,1,2,12,0,100,2147483647
shift-dl-test-1_pma,5,16,47,1,33,35,4,1,2,10,0,106,2147483647
pos-abs-add-short-wide_pma,2,8,59,1,40,43,4,1,1,2,0,88,1073741823
add-deinterlace-2d-int_pma,1,8,14,1,4,6,3,1,1,8,0,20,127
add_sat-uint,3,2,9,1,3,6,4,1,1,7,0,9,1
convert-ushort8-char8,1,4,6,1,0,2,2,1,1,7,0,8,7
native_exp10-float4,2,4,11,1,4,6,3,1,1,7,4,16,63
max-float8,2,8,27,1,8,11,3,1,1,8,0,40,16383
native_exp10-float2,2,2,7,1,2,4,3,1,1,3,2,8,3
mul-basic-char-1_pma,2,8,27,1,8,11,3,1,1,2,0,40,16383
max-float3,2,3,12,1,3,6,3,1,1,8,0,15,15
max-float2,2,2,9,1,2,5,3,1,1,8,0,10,3
native_exp10-float8,2,8,19,1,8,10,3,1,1,14,8,32,16383
max-float4,2,4,15,1,4,7,3,1,1,8,0,20,63
convert-float2-ushort2_rtp,1,2,6,1,2,4,3,1,1,8,0,6,1
fold-select-into-load1,2,8,20,1,9,11,3,1,1,9,0,33,16383
add-4d_pma,2,8,19,1,8,10,3,1,1,2,0,32,16383
iv-select-acc-simple,1,1,4,3,1,5,3,1,1,15,0,3,0
convert-float2-short2,1,2,6,1,2,4,3,1,1,14,0,6,1
convert-float2-ushort2_rte,1,2,6,1,2,4,3,1,1,8,0,6,1
islessgreater-float8,2,8,35,1,16,19,4,1,1,12,0,48,16383
islessgreater-float4,2,4,19,1,8,11,4,1,1,15,0,24,63
islessgreater-float2,2,2,11,1,4,7,4,1,1,12,0,12,3
islessgreater-float3,2,3,15,1,6,9,4,1,1,8,0,18,15
convert-float2-ushort2_rtn,1,2,6,1,2,4,3,1,1,8,0,6,1
gather-char-with-offset,2,8,28,1,8,11,5,1,1,15,0,48,2097151
convert-uint8-short8,1,8,10,1,0,2,2,1,1,12,0,16,127
gather-itr-bounds4,5,2,17,3,9,15,6,1,1,8,0,18,3
native_cos-float8,2,8,19,1,8,10,3,1,1,8,8,32,16383
i16-acc-sub_abs_diff,2,1,6,2,1,5,3,1,1,8,0,5,0
native_cos-float4,2,4,11,1,4,6,3,1,1,8,4,16,63
convert-ushort16-short16,1,8,10,1,0,2,2,1,1,14,0,16,127
verification-api-1-positive-pma,2,8,19,1,8,10,3,1,1,3,0,32,16383
native_cos-float2,2,2,7,1,2,4,3,1,1,15,2,8,3
convert-float2-char2_sat_rte,6,4,29,1,20,22,5,1,2,12,0,52,16777215
convert-uchar4-short4,1,2,6,1,2,4,3,1,1,7,0,6,1
convert-float2-char2_sat_rtn,6,4,29,1,20,22,5,1,2,8,0,52,16777215
convert-float2-char2_sat_rtp,6,4,29,1,20,22,5,1,2,8,0,52,16777215
convert-ushort8-int8,3,4,8,1,0,3,2,2,1,0,0,9,3
convert-char16-uint16,3,8,29,1,16,19,3,2,1,8,0,56,268435455
convert-int16-ushort16,2,8,19,1,0,3,2,1,1,3,0,32,16383
hadd-uchar4,2,2,9,1,2,5,3,1,1,8,0,10,3
convert-float3-ushort3_sat,7,4,44,1,33,35,6,1,2,1,0,84,2147483647
hadd-uchar2,2,1,6,1,1,4,3,1,1,0,0,5,0
hadd-uchar3,4,2,11,1,2,6,3,2,1,12,0,11,1
iv-select-acc-lt-idx-innerLoop-ver2,2,1,6,3,2,7,4,1,1,8,0,5,0
hadd-uchar8,2,4,15,1,4,7,3,1,1,3,0,20,63
rotate-short2,2,2,9,1,4,7,4,1,1,0,0,10,3
vecmem-copy-col-to-row_pma,1,1,3,1,0,2,2,1,1,7,0,2,0
cmp-basic-short-1_pma,2,16,27,1,16,18,3,1,1,12,0,56,1073741823
gather-itr-struct1,2,8,19,1,8,10,3,1,1,4,0,32,16383
hadd-uint16,4,8,54,1,16,22,3,2,1,7,0,80,134217727
gather-itr-struct2,2,8,19,1,8,10,3,1,1,8,0,32,16383
accumulate-int4_pma,1,4,10,2,4,10,3,1,1,10,0,12,7
convert-ushort2-int2,3,1,5,1,0,3,2,2,1,8,0,3,-0.5
abs-diff-uint,2,1,6,1,1,4,3,1,1,12,0,5,0
convert-float3-char3_sat_rtz,6,4,40,1,30,32,5,1,2,8,0,78,2147483647
convert-int2-uchar2,1,2,4,1,0,2,2,1,1,8,0,4,1
iv_cmp_with_data,3,2,11,2,6,9,4,1,1,7,0,12,3
