Test,n_sources,max_out_degree,n_nodes,max_instances,n_compute,n_instances,g_diam,n_sinks,median_out_degree,config,n_math,n_edges,n_cycles
convert-float4-uchar4,1,4,10,1,4,6,3,1,1,12,0,12,2
convert-char8-float8,2,8,23,1,16,18,5,1,1,8,0,36,4096
mul_hi-uchar,4,2,11,1,4,7,5,1,1,1,0,11,0.5
outer_loop_acc_simple,2,1,6,3,2,7,4,1,1,1,0,5,0.25
cmp-basic-float8_pma,2,8,19,1,8,10,3,1,1,14,0,32,4096
imageWarp,12,12,132,2,98,110,12,1,1,14,0,228,3.96141E+28
convert-float-char_rtz,1,1,4,1,1,3,3,1,1,12,0,3,0.25
mad_sat-ushort16,4,16,61,1,32,36,4,1,1,14,0,120,2.8823E+17
convert-float-char_rtp,1,1,4,1,1,3,3,1,1,1,0,3,0.25
clamp-char3_scalar,5,3,20,1,10,15,5,2,1,3,0,24,8
convert-float-char_rtn,1,1,4,1,1,3,3,1,1,8,0,3,0.25
min_max_u16_one_instr,2,2,11,1,4,7,3,1,2,1,0,16,16
iv-modulo-2,3,2,8,2,3,6,4,1,1,14,0,8,0.5
clamp-short8,3,4,32,1,16,20,4,1,1,1,0,52,524288
clamp-short4,3,2,18,1,8,12,4,1,2,0,0,26,128
add-transformations-abs-pos-sat-char-1_pma,3,16,100,1,80,83,8,1,1,14,0,168,1.47574E+20
clamp-short2,3,2,11,1,4,8,4,1,1,1,0,13,2
reduce-blur-horizontal,5,8,46,1,24,27,6,1,1,15,0,80,8589934592
mul_hi-ushort16,2,8,35,1,16,19,3,1,2,0,0,64,268435456
convert-ushort2-uint2,3,1,5,1,0,3,2,2,1,0,0,3,0.125
iv-select-acc-eq-idx-innerLoop-irVal-multiUse,2,3,8,3,4,10,4,1,1,100,0,10,2
convert-short4-float4_rte,1,2,8,1,4,6,3,1,1,0,0,10,2
mad_sat-short3,5,3,24,1,12,16,6,1,1,15,0,33,256
abs-int16,2,8,36,1,16,20,3,2,1,0,0,48,2048
convert-short4-float4_rtn,1,2,8,1,4,6,3,1,1,5,0,10,2
convert-short4-float4_rtp,1,2,8,1,4,6,3,1,1,5,0,10,2
sub_sat-uchar2,2,2,10,1,5,8,5,1,1,0,0,13,4
convert-short4-float4_rtz,1,2,8,1,4,6,3,1,1,15,0,10,2
convert-float4-uchar4_sat_rtp,7,4,56,1,44,46,6,1,2,1,0,112,3.60288E+16
convert-uchar3-uint3,3,2,6,1,0,3,2,2,1,0,0,5,0.25
upsample-uchar,4,1,10,1,3,6,4,1,1,0,0,9,0.25
convert-int2-uint2,1,2,4,1,0,2,2,1,1,15,0,4,0.5
convert-float4-uchar4_sat_rtz,7,4,56,1,44,46,6,1,2,0,0,112,3.60288E+16
add-basic-float-1_pma,2,8,27,1,8,11,3,1,1,2,0,40,4096
fmax-basic-float-1_pma,2,8,27,1,8,11,3,1,1,11,0,40,4096
convert-float4-uchar4_sat_rte,7,4,56,1,44,46,6,1,2,1,0,112,3.60288E+16
convert-uchar16-float16,1,8,27,1,16,19,3,2,1,1,0,40,4096
i16-acc-add-char-x,2,1,6,2,1,5,3,1,1,11,0,5,0.25
i16-acc-add-char-y,2,1,6,2,1,5,3,1,1,0,0,5,0.25
a-plus-b-unaligned-int,2,2,9,1,2,5,3,1,1,14,0,10,1
convert-float4-uchar4_sat_rtn,7,4,56,1,44,46,6,1,2,0,0,112,3.60288E+16
convert-short2-int2,1,2,5,1,2,4,3,1,1,1,0,5,0.5
outer_loop_acc_simple_with_outer_init-i16,4,1,10,3,3,9,4,1,1,2,0,9,0.25
convert-float3-uchar3,1,3,8,1,3,5,3,1,1,0,0,9,1
rotate-char16,3,16,92,1,72,75,6,1,1,1,0,136,8.79609E+12
add_low_rshift_sat_h_ii,3,8,28,1,8,12,3,1,1,11,0,48,524288
add_low_rshift_sat_h_iu,3,4,16,1,4,8,3,1,1,1,0,24,128
mul-basic-extended-short-short-int_pma,2,4,19,1,8,11,3,1,2,0,0,32,4096
add_sat-uint16,5,16,87,1,48,54,4,2,1,1,0,144,7.20576E+16
masked_store_splat_big_ref_splitLeftRigh,6,8,74,2,34,56,6,2,1,1,0,102,134217728
convert-char2-ushort2,1,1,4,1,1,3,3,1,1,15,0,3,0.25
cmp-basic-char16-1_pma,10,8,35,1,16,18,4,1,1,12,0,48,4096
upsample-ushort4,3,4,12,1,4,7,3,1,2,1,0,20,128
convert-float4-short4_rte,1,4,10,1,4,6,3,1,1,12,0,12,2
mul_hi-short8,2,4,19,1,8,11,3,1,2,1,0,32,4096
convert-ushort8-uint8,3,4,8,1,0,3,2,2,1,1,0,9,1
convert-short-float_rtp,1,1,4,1,1,3,3,1,1,12,0,3,0.25
mul_hi-short2,2,2,7,1,2,5,3,1,1,0,0,8,1
mul_hi-short3,4,2,12,1,3,7,3,2,1,15,0,14,2
mix-float,3,2,10,1,3,7,5,1,1,15,0,10,0.5
convert-float4-short4_rtn,1,4,10,1,4,6,3,1,1,14,0,12,2
mul_hi-short4,2,2,11,1,4,7,3,1,2,5,0,16,16
convert-short-float_rtz,1,1,4,1,1,3,3,1,1,3,0,3,0.25
convert-short-float_rte,1,1,4,1,1,3,3,1,1,3,0,3,0.25
convert-float4-short4_rtp,1,4,10,1,4,6,3,1,1,1,0,12,2
combine-iv-and-data-conditions-4,2,3,10,2,5,10,4,1,1,12,0,15,16
combine-iv-and-data-conditions-5,3,2,9,2,3,7,4,1,1,1,0,10,1
combine-iv-and-data-conditions-2,2,3,9,2,4,8,3,1,1,1,0,13,8
combine-iv-and-data-conditions-3,2,3,10,2,5,10,3,1,1,100,0,15,16
convert-float4-short4_rtz,1,4,10,1,4,6,3,1,1,1,0,12,2
add-1d-char_pma,2,8,27,1,8,11,3,1,1,1,0,40,4096
add-non-splat-non-imm-1d-char8_pma,3,4,12,1,4,6,3,1,1,11,0,16,8
rhadd-char8,3,4,24,1,12,15,4,1,1,15,0,32,128
add_low_rshift_sat_h_uu,3,8,28,1,8,12,3,1,1,1,0,48,524288
events_array,2,8,27,1,8,11,3,1,1,0,0,40,4096
events_struct,2,8,27,1,8,11,3,1,1,12,0,40,4096
rhadd-char2,3,1,9,1,3,6,4,1,1,15,0,8,0.25
convert-int4-ushort4,1,4,6,1,0,2,2,1,1,15,0,8,2
rhadd-char4,3,2,14,1,6,9,4,1,1,12,0,16,2
clamp-uint4_scalar,3,4,18,1,8,12,4,1,1,15,0,26,128
iv-select-acc-eq-idx-outerLoop-ver2,2,1,6,3,2,8,4,1,1,1,0,5,0.25
hadd-ushort8,2,4,15,1,4,7,3,1,1,5,0,20,16
bitselect-short16,4,8,61,1,32,36,4,1,1,15,0,96,17179869184
shifts-multiple-const-non-imm-mask-int-2_pma,3,16,44,1,32,34,5,1,1,12,0,80,34359738368
shufflevector-float-1_pma,2,2,7,1,0,3,2,1,1,1,0,8,1
all-char3,6,2,14,1,5,8,6,2,1,15,0,14,0.5
clamp-int8_scalar,3,8,30,1,16,20,4,1,1,1,0,50,524288
min-max-short-1_pma,2,4,31,1,20,23,4,1,1,12,0,56,16777216
convert-short8-float8,1,4,14,1,8,10,3,1,1,15,0,20,32
mul-basic-uchar-1_pma,2,8,27,1,8,11,3,1,1,5,0,40,4096
hadd-ushort3,4,2,11,1,2,6,3,2,1,15,0,11,0.5
add-interlace-1d-int2_pma,3,4,13,1,4,7,3,1,1,1,0,18,16
mad_hi-uint,3,4,15,1,8,12,5,1,1,15,0,22,64
hadd-ushort2,2,1,6,1,1,4,3,1,1,1,0,5,0.25
min-ushort16,2,8,35,1,16,19,3,1,2,15,0,64,268435456
isequal-float4,2,4,19,1,8,11,4,1,1,0,0,24,16
isequal-float3,2,3,15,1,6,9,4,1,1,0,0,18,4
isequal-float2,2,2,11,1,4,7,4,1,1,0,0,12,1
clamp-uchar,3,1,9,1,2,6,4,1,1,14,0,8,0.25
convert-ushort3-float3_rtz,1,2,7,1,3,5,3,1,1,0,0,8,1
dot-char4-char4,2,2,12,1,5,8,4,1,1,0,0,13,1
convert-ushort3-float3_rtp,1,2,7,1,3,5,3,1,1,5,0,8,1
convert-ushort3-float3_rtn,1,2,7,1,3,5,3,1,1,0,0,8,1
abs-diff-char,2,8,27,1,8,11,3,1,1,0,0,40,4096
min-float8,2,8,27,1,8,11,3,1,1,3,0,40,4096
fp2int_rint_with_shift,2,8,19,1,8,10,3,1,1,1,0,32,4096
convert-ushort3-float3_rte,1,2,7,1,3,5,3,1,1,5,0,8,1
convert-ushort-short,1,1,3,1,0,2,2,1,1,5,0,2,0.25
min-float2,2,2,9,1,2,5,3,1,1,1,0,10,1
cross_loops_accumulation_add_v2i16,3,2,14,4,5,13,6,1,1,2,0,15,1
convert-uint3-short3,1,4,6,1,0,2,2,1,1,3,0,8,2
mult_rows_3D,3,16,45,1,32,35,5,1,1,11,0,81,34359738368
cospi-float,1,1,4,1,1,3,3,1,1,8,1,3,0.25
quadratic_1_vec4,7,8,72,1,52,55,8,1,1,2,4,116,8.79609E+12
min_max_i16_one_instr,2,2,11,1,4,7,3,1,2,0,0,16,16
abs_diff-short2,2,2,7,1,2,5,3,1,1,3,0,8,1
abs_diff-short3,4,2,12,1,3,7,3,2,1,3,0,14,2
abs_diff-short16,2,8,35,1,16,19,3,1,2,3,0,64,268435456
mad_hi-uint4,3,4,48,1,32,36,5,1,1,0,0,88,5.49756E+11
min-uchar8,2,4,19,1,8,11,3,1,2,3,0,32,4096
mad_hi-uint2,3,4,26,1,16,20,5,1,1,0,0,44,131072
abs_diff-short4,2,2,11,1,4,7,3,1,2,3,0,16,16
convert-ushort4-int4,3,2,6,1,0,3,2,2,1,1,0,5,0.25
min-uchar4,2,2,11,1,4,7,3,1,2,0,0,16,16
convert-uchar2-float2,1,2,5,1,2,4,3,1,1,14,0,5,0.5
abs_diff-short8,2,4,19,1,8,11,3,1,2,1,0,32,4096
rhadd-ushort16,3,16,52,1,32,35,4,1,1,0,0,96,8.79609E+12
min-uchar3,4,2,12,1,3,7,3,2,1,0,0,14,2
convert-uchar4-uint4,3,2,8,1,2,5,3,2,1,15,0,7,0.25
outer_loop_acc_simple_2D-i16,2,1,6,3,2,7,4,1,1,12,0,5,0.25
sub-transformations-abs-pos-sat-char-1_pma,2,8,99,1,80,83,8,1,1,1,0,152,4.5036E+15
clamp-short3_scalar,4,3,17,1,8,12,4,1,1,8,0,24,64
clamp-char16_scalar,3,16,56,1,42,46,5,1,1,9,0,100,8.79609E+12
combine_loads_stores_test3,2,8,19,1,8,10,3,1,1,0,0,32,4096
cmp-masked-float4_pma,6,4,23,1,8,12,4,2,1,15,0,33,512
convert-char-uchar,1,1,3,1,0,2,2,1,1,14,0,2,0.25
accumulate-short16_pma,1,8,18,2,8,18,3,1,1,12,0,24,32
iv_select_fp,3,2,8,2,2,6,3,1,1,0,0,8,0.5
iv-select-acc-simple-i16,1,1,4,3,1,5,3,1,1,9,0,3,0.25
outer_loop_acc_simple_with_outer_init,4,2,11,3,4,10,4,1,1,12,0,12,1
cross_loops_accumulation_add_4D_2Loops_TS,3,8,28,4,12,20,7,1,1,6,0,36,128
convert-int16-short16,2,8,19,1,0,3,2,1,1,12,0,32,4096
store-12-bytes,4,3,9,1,3,5,3,1,1,1,0,10,1
gather-mode2-char,9,8,91,1,64,68,12,1,1,15,0,160,2.95148E+20
signbit-float8,2,8,19,1,8,10,3,1,1,9,0,32,4096
cross_loops_accumulation_add_4D_2Loops_acc,3,8,28,4,12,20,7,1,1,9,0,36,128
gather-movable-base-nested-loops,1,1,5,1,0,3,4,1,1,1,0,4,0.25
convert-float16-short16_rtn,2,8,35,1,16,19,3,1,1,1,0,48,4096
signbit-float3,4,3,11,1,3,6,3,2,1,1,0,13,2
signbit-float2,2,2,7,1,2,4,3,1,1,0,0,8,1
convert-float16-short16_rte,2,8,35,1,16,19,3,1,1,1,0,48,4096
signbit-float4,2,4,11,1,4,6,3,1,1,1,0,16,16
convert-float16-short16_rtz,2,8,35,1,16,19,3,1,1,0,0,48,4096
isgreaterequal-float16,4,8,70,1,32,38,4,2,1,3,0,96,33554432
unaligned-store-short-offset-0-width-24,2,4,13,1,6,8,3,1,1,100,0,23,512
convert-float16-short16_rtp,2,8,35,1,16,19,3,1,1,15,0,48,4096
sub-basic-float-1_pma,2,8,27,1,8,11,3,1,1,11,0,40,4096
convert-int3-float3_rtz,8,4,57,1,45,47,7,1,2,15,0,105,1.40737E+14
convert-float-ushort_rtz,1,1,4,1,1,3,3,1,1,0,0,3,0.25
convert-float-ushort_rtp,1,1,4,1,1,3,3,1,1,15,0,3,0.25
convert-float-ushort_rtn,1,1,4,1,1,3,3,1,1,15,0,3,0.25
bitselect-char16,4,8,61,1,32,36,4,1,1,15,0,96,17179869184
convert-int3-float3_rtn,11,6,87,1,72,74,9,1,2,100,0,162,1.88895E+22
i16-acc-add-3op,2,1,6,2,1,5,3,1,1,11,0,5,0.25
convert-uchar2-float2_rtz,1,2,5,1,2,4,3,1,1,0,0,5,0.5
convert-float-ushort_rte,1,1,4,1,1,3,3,1,1,0,0,3,0.25
cmp-select-float-char_pma,4,8,37,1,16,19,4,1,1,15,0,64,67108864
convert-int3-float3_rte,1,3,8,1,3,5,3,1,1,1,0,9,1
srl_shl_add_opt,9,4,28,1,10,13,4,1,1,1,0,34,32
convert-uint16-char16,2,8,19,1,0,3,2,1,1,15,0,32,4096
add-2d-char_pma,2,8,27,1,8,11,3,1,1,1,0,40,4096
abs-short4,1,2,8,1,4,6,3,1,1,0,0,10,2
abs-short3,3,2,9,1,3,6,3,2,1,0,0,9,0.5
abs-short2,1,2,5,1,2,4,3,1,1,0,0,5,0.5
abs-short8,1,4,14,1,8,10,3,1,1,1,0,20,32
rhadd-int4,5,8,62,1,48,51,6,1,1,8,0,108,3.51844E+13
rhadd-int3,5,6,48,1,36,39,6,1,1,8,0,81,4294967296
rhadd-int2,5,4,34,1,24,27,6,1,1,8,0,54,524288
cmp-basic-int4-1_pma,5,4,18,1,8,10,4,1,1,11,0,20,2
convert-float2-uchar2_sat_rtn,7,4,32,1,22,24,6,1,2,1,0,56,8388608
convert-float4-int4,1,4,10,1,4,6,3,1,1,8,0,12,2
convert-float2-uchar2_sat_rte,7,4,32,1,22,24,6,1,2,0,0,56,8388608
linearize,8,2,22,1,10,13,7,1,1,0,0,25,4
rhadd-int8,5,16,118,1,96,99,6,1,1,15,0,216,1.58456E+29
convert-float2-uchar2_sat_rtz,7,4,32,1,22,24,6,1,2,0,0,56,8388608
i16-acc-smin,2,1,5,2,1,4,3,1,1,11,0,4,0.25
select-uchar8,3,4,36,1,20,24,4,1,1,1,0,56,524288
ushort_to_fp,1,1,4,1,1,3,3,1,1,11,0,3,0.25
convert-float2-uchar2_sat_rtp,7,4,32,1,22,24,6,1,2,1,0,56,8388608
select-uchar4,3,2,20,1,10,14,4,1,1,1,0,28,128
select-uchar3,3,2,20,1,10,14,4,1,1,1,0,28,128
select-uchar2,3,2,12,1,5,9,4,1,1,0,0,14,2
convert-uchar16-float16_rte,1,8,27,1,16,19,3,2,1,14,0,40,4096
convert-uchar16-float16_rtn,1,8,27,1,16,19,3,2,1,3,0,40,4096
convert-ushort16-uint16,4,8,14,1,0,5,2,3,1,1,0,18,8
clamp-char16,3,8,84,1,56,60,5,1,1,0,0,128,8.79609E+12
mul24-uint8,2,8,43,1,24,27,3,1,1,1,0,88,1.75922E+13
convert-uchar16-float16_rtp,1,8,27,1,16,19,3,2,1,15,0,40,4096
mul24-uint4,2,4,23,1,12,15,3,1,1,1,0,44,1048576
convert-uchar16-float16_rtz,1,8,27,1,16,19,3,2,1,3,0,40,4096
mul24-uint2,2,3,13,1,6,9,3,1,1,1,0,22,256
mul24-uint3,2,4,23,1,12,15,3,1,1,0,0,44,1048576
store-7-bytes-same-operation,3,3,11,1,4,6,3,1,1,11,0,15,8
mad_hi-int4,3,4,48,1,32,36,5,1,1,1,0,88,5.49756E+11
mad_hi-int3,3,4,37,1,24,28,5,1,1,0,0,66,268435456
mad_hi-int2,3,4,26,1,16,20,5,1,1,0,0,44,131072
iv-select-acc-eq-idx-outerLoop-ver2-i16,2,2,7,3,3,9,4,1,1,8,0,7,0.5
hadd_noExtendType_MSBNotSet_SRL,3,2,9,1,3,6,4,1,1,1,0,9,0.5
assert-assume-pass-pma,2,8,27,1,8,11,3,1,1,9,0,40,4096
add_short8,5,4,14,1,4,6,3,1,1,0,0,16,2
mad_hi-int8,3,8,92,1,64,68,5,1,1,0,0,176,9.67141E+24
add-2d-char-imm_pma,2,8,19,1,8,10,3,1,1,11,0,32,4096
cmp-basic-int-1_pma,2,8,19,1,8,10,3,1,1,0,0,32,4096
vec_step-ushort8,1,1,3,1,0,2,2,1,1,0,0,2,0.25
convert-uchar3-char3,1,1,3,1,0,2,2,1,1,0,0,2,0.25
vec_step-ushort4,1,1,3,1,0,2,2,1,1,0,0,2,0.25
vec_step-ushort3,1,1,3,1,0,2,2,1,1,5,0,2,0.25
vec_step-ushort2,1,1,3,1,0,2,2,1,1,3,0,2,0.25
avg_add_i16_signed_sclr,3,1,8,1,2,5,4,1,1,1,1,7,0.25
lshr-basic-ushort-1_pma,2,8,19,1,8,10,3,1,1,1,0,32,4096
convert-float4-int4_rtn,1,4,10,1,4,6,3,1,1,12,0,12,2
convert-float4-int4_rte,1,4,10,1,4,6,3,1,1,15,0,12,2
convert-float4-int4_rtz,1,4,10,1,4,6,3,1,1,0,0,12,2
ldexp-float3,2,3,18,1,9,12,5,1,1,14,3,21,4
ldexp-float4,2,4,23,1,12,15,5,1,1,8,4,28,16
convert-float4-int4_rtp,1,4,10,1,4,6,3,1,1,3,0,12,2
add-2d-imperfect_pma,3,5,15,1,5,9,3,2,1,8,0,20,16
convert-float-char_sat_rtp,6,4,18,1,10,12,5,1,1,1,0,26,128
racc-char64_pma,2,16,66,2,31,50,7,1,1,3,0,95,268435456
add-non-splat-non-imm-1d-int4_pma,5,4,14,1,4,6,3,1,1,8,0,16,2
dot_prod_i32_v2i8_v2i8_acc,2,2,12,2,5,9,4,1,1,1,0,13,1
convert-float-char_sat_rtz,6,4,18,1,10,12,5,1,1,14,0,26,128
masked_store_splat_1_host_cond_noStore,3,4,25,2,12,20,4,1,1,1,0,38,4096
convert-float-char_sat_rte,6,4,18,1,10,12,5,1,1,12,0,26,128
native_exp10-float,2,1,5,1,1,3,3,1,1,3,1,4,0.25
shl-const-non-imm-mask-int-wide_pma,2,8,19,1,8,10,3,1,1,2,0,32,4096
convert-float-char_sat_rtn,6,4,18,1,10,12,5,1,1,0,0,26,128
mul-basic-extended-short-short-int-wide_pma,2,4,19,1,8,11,3,1,2,12,0,32,4096
convert-uint2-ushort2,1,2,4,1,0,2,2,1,1,0,0,4,0.5
unaligned-store-short-offset-2-width-4,2,2,7,1,2,5,3,1,1,12,0,8,1
cross_loops_accumulation_add_4D,4,8,33,4,14,24,7,1,1,9,0,42,256
convert-ushort2-uchar2,1,1,3,1,0,2,2,1,1,15,0,2,0.25
gather-int,3,8,23,1,5,9,6,1,1,0,0,35,2048
add_rshift_sat_b_iu,3,4,16,1,4,8,3,1,1,1,0,24,128
store-3-bytes,4,3,9,1,3,5,3,1,1,0,0,10,1
racc-short4_pma,1,2,6,2,2,5,4,1,1,14,0,6,0.5
mad_hi-uint3,3,4,37,1,24,28,5,1,1,1,0,66,268435456
clamp-ushort8,3,4,32,1,16,20,4,1,1,15,0,52,524288
convert-uint16-float16_rte,2,8,36,1,16,20,3,2,1,15,0,48,2048
clamp-ushort4,3,2,18,1,8,12,4,1,2,14,0,26,128
add_rshift_sat_b_ii,3,2,10,1,2,6,3,1,1,0,0,12,2
clamp-ushort3,5,2,18,1,6,11,4,2,1,15,0,22,8
unfold-select-into-load2,5,1,12,1,4,7,6,1,1,10,0,11,0.25
unfold-select-into-load1,3,1,8,2,3,6,5,1,1,15,0,7,0.25
mul24-int,3,4,13,1,7,10,5,1,1,8,0,19,32
add-sat-imm-add-non-imm-1d-char_pma,6,16,73,1,57,60,4,2,2,1,0,161,1.54743E+26
iv-select-acc-eq-idx-outerLoop-i16,2,1,6,3,2,8,4,1,1,1,0,5,0.25
convert-float3-uint3,1,3,8,1,3,5,3,1,1,100,0,9,1
mult_rows_2D,3,16,45,1,32,35,5,1,1,0,0,81,34359738368
hadd-ushort,2,1,6,1,1,4,3,1,1,2,0,5,0.25
mad_sat-uchar16,4,16,77,1,48,52,5,1,1,1,0,136,2.8823E+17
convert-int4-uint4,1,4,6,1,0,2,2,1,1,12,0,8,2
signbit-float16,3,16,37,1,16,20,3,2,1,0,0,64,67108864
convert-uchar-float_rtn,1,1,4,1,1,3,3,1,1,3,0,3,0.25
scatter-with-bounds-ydim,3,1,7,1,1,4,3,1,1,10,0,6,0.25
all-short4,4,2,11,1,4,7,5,2,1,1,0,11,0.5
convert-uchar-float_rte,1,1,4,1,1,3,3,1,1,3,0,3,0.25
trunc-float,1,1,4,1,1,3,3,1,1,3,0,3,0.25
all-short2,4,1,8,1,2,5,4,2,1,0,0,6,0.125
convert-uchar-float_rtp,1,1,4,1,1,3,3,1,1,0,0,3,0.25
clamp-short,3,1,9,1,2,6,4,1,1,3,0,8,0.25
acc-and-timeshift,2,2,7,2,2,7,3,2,1,1,0,6,0.25
convert-float8-int8_sat_rte,6,8,87,1,72,74,4,1,2,2,0,200,5.1923E+33
iv-select-acc-lt-idx-innerLoop-i16,2,1,6,3,2,7,4,1,1,2,0,5,0.25
convert-float8-int8_sat_rtn,6,8,87,1,72,74,4,1,2,0,0,200,5.1923E+33
convert-float8-int8_sat_rtp,6,8,87,1,72,74,4,1,2,1,0,200,5.1923E+33
mad24-int8,4,32,93,1,64,68,6,1,1,12,0,176,4.8357E+24
add_sat-int3,5,6,42,1,30,33,5,1,2,2,0,84,2.19902E+12
select-uchar16,3,8,68,1,40,44,4,1,1,14,0,112,8.79609E+12
convert-ushort2-float2,1,2,5,1,2,4,3,1,1,3,0,5,0.5
convert-uchar-char,1,1,3,1,0,2,2,1,1,14,0,2,0.25
all-short8,4,4,17,1,8,11,9,2,1,1,0,21,8
mul-basic-short-1_pma,2,8,35,1,16,19,3,1,2,1,0,64,268435456
min-float3,2,3,12,1,3,6,3,1,1,0,0,15,4
rhadd-ushort4,3,4,16,1,8,11,4,1,1,0,0,24,128
min-uchar,2,1,6,1,1,4,3,1,1,15,0,5,0.25
uint_to_fp,1,1,4,1,1,3,3,1,1,12,0,3,0.25
convert-float-ushort_sat,7,4,20,1,11,13,6,1,1,3,0,28,128
fmin-basic-float-1_pma,2,8,27,1,8,11,3,1,1,0,0,40,4096
convert-float8-uchar8_rte,1,8,18,1,8,10,3,1,1,1,0,24,32
shl-basic-int-1_pma,3,8,12,1,0,3,2,2,1,14,0,17,16
convert-float8-uchar8_rtn,1,8,18,1,8,10,3,1,1,3,0,24,32
convert-float8-uchar8_rtp,1,8,18,1,8,10,3,1,1,1,0,24,32
convert-float8-uchar8_rtz,1,8,18,1,8,10,3,1,1,0,0,24,32
mul-hi-short-1_pma,2,8,35,1,16,19,3,1,2,7,0,64,268435456
hadd-int4,2,4,15,1,4,7,3,1,1,0,0,20,16
upsample-char4,3,2,14,1,6,9,4,1,1,8,0,16,2
convert-short3-uint3,1,2,7,1,3,5,3,1,1,15,0,8,1
upsample-char2,3,1,9,1,3,6,4,1,1,3,0,8,0.25
upsample-char3,4,2,13,1,4,7,4,1,1,12,0,14,1
upsample-char8,3,4,24,1,12,15,4,1,1,3,0,32,128
convert-short8-float8_rte,1,4,14,1,8,10,3,1,1,4,0,20,32
record-no-alias_pma,2,8,19,1,8,10,3,1,1,1,0,32,4096
masked_store_splat_2_host_conds_noStore,3,4,25,2,12,20,4,1,1,1,0,38,4096
a-plus-b-wide2,2,8,27,1,8,11,3,1,1,14,0,40,4096
assert-assume-fail-2-pma,2,8,19,1,8,10,3,1,1,100,0,32,4096
convert-short8-float8_rtn,1,4,14,1,8,10,3,1,1,3,0,20,32
convert-float3-short3_sat,6,4,40,1,30,32,5,1,2,3,0,78,1.37439E+11
hadd-int16,4,8,54,1,16,22,3,2,1,0,0,80,33554432
convert-short8-float8_rtp,1,4,14,1,8,10,3,1,1,1,0,20,32
convert-short8-float8_rtz,1,4,14,1,8,10,3,1,1,1,0,20,32
convert-float16-char16_rtn,2,8,35,1,16,19,3,1,1,1,0,48,4096
atan2-float8,2,8,35,1,16,19,3,1,2,0,16,64,268435456
min-int16,4,8,54,1,16,22,3,2,1,12,0,80,33554432
atan2-float2,1,4,10,1,4,6,3,1,2,8,4,16,32
convert-float16-char16_rte,2,8,35,1,16,19,3,1,1,0,0,48,4096
atan2-float4,1,8,18,1,8,10,3,1,2,1,8,32,8192
add_sat-uchar8,3,8,32,1,20,23,5,1,2,12,0,60,134217728
convert-float2-ushort2,1,2,6,1,2,4,3,1,1,1,0,6,0.5
add_sat-uchar4,3,4,18,1,10,13,5,1,2,0,0,30,2048
convert-char16-uchar16,1,7,9,1,0,2,2,1,1,1,0,14,16
mad_hi-uint8,3,8,92,1,64,68,5,1,1,1,0,176,9.67141E+24
add_sat-uchar2,3,2,11,1,5,8,5,1,1,1,0,15,8
add_sat-uchar3,6,2,20,1,9,13,5,2,1,1,0,25,16
add_low_rshift_sat_b_ii,3,8,28,1,8,12,3,1,1,9,0,48,524288
cmp-select-float-short_pma,4,8,37,1,16,19,4,1,1,1,0,64,67108864
convert-int4-char4,1,4,6,1,0,2,2,1,1,1,0,8,2
convert-uint-float,1,1,4,1,1,3,3,1,1,1,0,3,0.25
add_low_rshift_sat_b_iu,3,2,10,1,2,6,3,1,1,14,0,12,2
sub_sat-short8,4,8,41,1,28,31,4,1,1,0,0,96,1.80144E+16
mesw-159553_pma,2,8,19,1,8,10,3,1,1,1,0,32,4096
sub_sat-short2,4,5,14,1,7,10,4,1,1,12,0,24,512
scatter-char,5,1,9,1,1,5,3,2,1,14,0,7,0.125
sub_sat-short4,4,5,23,1,14,17,4,1,1,0,0,48,16777216
convert-uchar16-ushort16,1,8,18,1,8,10,3,1,1,8,0,24,32
dot_prod_v2i16_v2i8_v2i8_acc_ver2,2,2,8,2,1,5,3,1,1,1,0,9,1
pos-abs-int-wide_pma,2,8,36,1,16,20,3,2,1,9,0,48,2048
iv-select-acc-lt-idx-outerLoop,2,1,6,3,2,8,4,1,1,9,0,5,0.25
cospi-float8,1,8,18,1,8,10,3,1,1,0,8,24,32
masked_load_int8,2,16,27,1,16,18,3,1,1,14,0,56,268435456
rotate-uint16,4,8,102,1,64,70,4,2,1,0,0,160,1.44115E+17
cospi-float4,1,4,10,1,4,6,3,1,1,0,4,12,2
cospi-float3,1,3,8,1,3,5,3,1,1,0,3,9,1
cospi-float2,1,2,6,1,2,4,3,1,1,1,2,6,0.5
rhadd-uchar,4,1,10,1,3,6,5,1,1,1,0,9,0.25
convert-char2-int2,3,2,7,1,2,4,3,1,1,1,0,7,0.5
convert-uint3-char3,1,4,6,1,0,2,2,1,1,14,0,8,2
signbit-float,2,1,5,1,1,3,3,1,1,2,0,4,0.25
printf-pma,2,8,27,1,8,11,3,1,1,0,0,40,4096
ashr-basic-short-1_pma,2,8,19,1,8,10,3,1,1,15,0,32,4096
cmp-basic-short8-2_pma,9,8,22,1,8,10,3,1,1,0,0,35,4096
convert-int3-uint3,1,4,6,1,0,2,2,1,1,0,0,8,2
rshift_sat_b_uu,2,2,9,1,2,5,3,1,1,3,0,10,1
sub_sat-char,4,3,14,1,7,10,5,1,1,5,0,19,16
convert-float-ushort_sat_rtz,7,4,20,1,11,13,6,1,1,3,0,28,128
convert-float-short,1,1,4,1,1,3,3,1,1,12,0,3,0.25
convert-char4-ushort4,1,2,6,1,2,4,3,1,1,14,0,6,0.5
acopy_1D,2,8,19,1,8,10,3,1,1,11,0,32,4096
